Date,Fokontany,Location,Species,Sex,AgeYears,AgeMonths,PreviousVaccine,Page,Point,Commune
13-Apr-18,Tsarafasina,Tsarafasina,A,F,1,,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,2017,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,9,2017,1,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,M,1,,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,1,4,,1,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,9,,2017,1,Antanamandroso,Moramanga
13-Apr-18,Ambohimadera,Ambohimadera,A,F,1,2,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,1,6,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,,1,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,,6,,1,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,F,2,,,1,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,F,,4,,1,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,F,,4,,1,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,1,,,1,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,M,3,,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,3,,,1,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,6,,1,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,M,,4,,1,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,2,,,2,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,3,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,,2,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,1,,,2,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,2,,,2,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,1,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,5,,2,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,2017,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,3,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,8,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,4,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,3,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,5,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,2,,,2,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,5,,2,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,3,,,2,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,10,2016,2,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,1,5,,2,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,,8,,2,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,M,,3,,2,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,S,F,,7,,3,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,S,F,,3,,3,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,S,M,,3,,3,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,S,F,,3,,3,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,4,,,3,Antanamandroso,Moramanga
13-Apr-18,Antanifasika,Ambodiakondro,A,M,8,,2017,3,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,M,,3,,3,Antanamandroso,Moramanga
13-Apr-18,Ambodiakondro,Ambodiakondro,A,F,,9,,3,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,2,,2017,3,Antanamandroso,Moramanga
13-Apr-18,Ambohimandroso,Antanamandroso,A,F,4,,,3,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,3,,,3,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,M,,5,,3,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,F,1,,,3,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,S,F,,7,,3,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,1,9,,3,Antanamandroso,Moramanga
13-Apr-18,Ambodiakondro,Ambodiakondro,A,F,4,,,3,Antanamandroso,Moramanga
13-Apr-18,Tsaralalana,Tsaralalana,A,M,4,,,3,Antanamandroso,Moramanga
13-Apr-18,Tsaralalana,Tsaralalana,A,M,12,,,3,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,,4,,3,Antanamandroso,Moramanga
13-Apr-18,Ambohimadera,Ambohimadera,A,F,6,,,3,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,M,3,,,4,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,M,2,,,4,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,,,6,,4,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,1,5,2017,4,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,6,,4,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,F,1,5,,4,Antanamandroso,Moramanga
13-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,2,,,4,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,,10,,4,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,,4,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,1,,4,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,5,,,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,3,,,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,F,1,,2018,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,F,1,,,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,1,,2017,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,2,,,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,S,M,2,,,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,F,4,,2017,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,1,2,2017,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,4,,2016,4,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,S,F,2,,,4,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,5,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,5,,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,7,,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,6,,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,4,,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,4,,2015,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,10,,2016,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,1,5,,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,4,,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,1,,,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,,7,,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,,5,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,2,,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,2,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,2,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,2,,2017,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,5,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,6,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,2,,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,,6,,5,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,1,,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,3,,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,5,,2016,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,7,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,9,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,5,,2017,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,2,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,,2,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,,2,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,,10,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,8,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,3,,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,10,,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,5,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,5,,2016,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,4,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,2017,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,3,,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,3,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,4,,6,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,,6,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,3,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,,3,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,4,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,8,,2015,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,4,,2015,7,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,5,2016,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,5,2017,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,4,,2017,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,2017,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,2,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,2,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,5,,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,6,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,7,,2016,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,1,,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,,8,,7,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,2017,7,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,2,,2017,7,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,4,,7,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,10,,7,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,2014,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,1,5,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,2,,2014,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,,4,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,1,5,,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,3,,2016,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,4,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,1,,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,1,,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,2,,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,5,,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,,4,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,3,,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,,,8,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,3,,,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,,6,,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,1,5,,8,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,3,,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,4,,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,1,,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,2017,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,8,,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,4,,,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,4,,,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,4,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,2,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,4,,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,7,,2012,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,2,,,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,1,5,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,5,2016,9,Antanamandroso,Moramanga
13-Apr-18,Maroventy,Antanamandroso,A,F,,8,,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,11,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,1,2,,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,9,,2014,9,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,,4,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,8,,9,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,1,,2015,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,,6,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,6,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,2015,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,,10,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,2,,,10,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,7,,10,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,4,,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,2017,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,,2017,10,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,,7,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,1,,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,1,2,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,2,,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,5,2017,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,M,,3,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,2016,10,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,,10,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,1,5,,10,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,M,,6,,10,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,S,F,2,,,10,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,S,F,1,,,10,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,S,M,3,,,10,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,M,5,,,10,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,M,5,,,10,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,3,,2017,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,3,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,5,,11,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,2,,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,1,4,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,1,,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,5,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,4,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,5,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,,6,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,6,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,6,,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,3,,2017,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,,5,,11,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,6,,2016,11,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,4,,2016,11,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,1,,2017,11,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,F,4,,,11,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,4,,12,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,,8,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,1,,2017,12,Antanamandroso,Moramanga
13-Apr-18,Antanifasika,Ambodiakondro,A,M,2,,2017,12,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,S,F,2,,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,5,,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,2,,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,5,,2015,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,1,,,12,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,2,,12,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,M,1,,,12,Antanamandroso,Moramanga
13-Apr-18,Mangarivotra,Antanamandroso,A,F,1,,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,4,,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,1,5,,12,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,3,,2017,12,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,S,F,,6,,12,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,F,,3,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,S,M,1,,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,6,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,,8,,12,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,,12,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,,13,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,2,,,13,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,4,,2017,13,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,,7,,13,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,1,5,,13,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,F,1,5,2017,13,Antanamandroso,Moramanga
13-Apr-18,Antanamandroso Ouest,Antanamandroso,A,M,5,,2017,13,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,2,,,13,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,F,1,5,,13,Antanamandroso,Moramanga
13-Apr-18,Antamanandroso Est,Antanamandroso,A,M,4,,,13,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,F,1,,,13,Antanamandroso,Moramanga
13-Apr-18,Ankazobe,Antanamandroso,A,M,1,5,,13,Antanamandroso,Moramanga
